,angle
87158,7.8000000000000025
87159,3.5
87160,-3.5
87161,-6.2
87162,6.2
87163,-0.2
87164,5.2
87165,-5.2
87166,0.7000000000000001
87167,5.9
87168,-5.9
87169,3.6
87170,-3.6
87171,-5.1000000000000005
87172,-0.6000000000000001
87173,0.6000000000000001
87174,-5.9
87175,-3.6
87176,5.1000000000000005
87177,-5.1000000000000005
87178,-3.8
87179,6.2
87180,-6.2
87181,-2.8000000000000003
87182,5.9
87183,-5.9
87184,3.8
87185,-3.8
87186,-5.2
87187,0.4
87188,7.6
87189,-0.5
87190,0.5
87191,-7.4
87192,1.4
87193,-1.4
87194,7.1000000000000005
87195,-1.4
87196,1.4
87197,-8.8
87198,2.6
87199,9.6
87200,-0.7000000000000001
87201,-5.300000000000002
87202,5.300000000000002
87203,-2.8
87204,7.6
87205,-0.5
87206,5.5
87207,-5.5
87208,-0.7000000000000001
87209,0.7000000000000001
87210,-8.0
87211,8.0
87212,4.3
87213,-4.3
87214,5.7
87215,-5.7
87216,0.0
87217,-0.0
87218,-6.8
87219,1.1
87220,-1.1
87221,-7.5
87222,7.5
87223,0.7000000000000001
87224,-6.4
87225,0.9
87226,-0.9
87227,-8.8
87228,8.8
87229,-3.7
87230,5.6000000000000005
87231,5.0
87232,-5.0
87233,5.1000000000000005
87234,0.5
87235,5.8
87236,-5.8
87237,0.5
87238,-0.5
87239,-6.5
87240,1.0
87241,-1.0
87242,7.6
87243,-7.6
87244,3.7
87245,5.4
87246,-1.2000000000000002
87247,1.2000000000000002
87248,-5.7
87249,5.7
87250,0.30000000000000004
87251,-0.30000000000000004
87252,-8.8
87253,0.6000000000000001
87254,-0.6000000000000001
87255,-7.1000000000000005
87256,-0.6000000000000001
87257,0.6000000000000001
87258,5.8000000000000025
87259,-0.30000000000000004
87260,-5.2
87261,1.4
87262,-1.4
87263,-6.4
87264,6.4
87265,0.7000000000000001
87266,-0.7000000000000001
87267,8.200000000000001
87268,-8.200000000000001
87269,0.30000000000000004
87270,-8.9
87271,8.9
87272,0.4
87273,5.4
87274,0.7000000000000001
87275,-8.3
87276,8.3
87277,-0.30000000000000004
87278,0.30000000000000004
87279,-6.1000000000000005
87280,-0.1
87281,0.1
87282,-6.0
87283,6.0
87284,-0.1
87285,-5.3
87286,-0.7000000000000001
87287,0.7000000000000001
87288,5.6000000000000005
87289,-2.9000000000000004
87290,2.9000000000000004
87291,-5.7
87292,5.7
87293,0.0
87294,-6.4
87295,0.0
87296,5.2
87297,0.5
87298,-0.5
87299,6.0
87300,-6.0
87301,2.4000000000000004
87302,-5.4
87303,-1.5
87304,1.5
87305,-6.9
87306,-1.7000000000000002
87307,1.7000000000000002
87308,5.1000000000000005
87309,-3.7
87310,3.7
87311,-7.6
87312,7.6
87313,-4.1000000000000005
87314,-6.0
87315,0.0
87316,-5.2
87317,5.2
87318,4.9
87319,-4.9
87320,5.9
87321,-5.9
87322,-3.4000000000000004
87323,3.4000000000000004
87324,-8.3
87325,8.3
87326,-3.5
87327,3.5
87328,-7.6
87329,1.1
87330,-1.1
87331,6.4
87332,-0.8
87333,0.8
87334,-5.7
87335,-2.8000000000000003
87336,-5.7
87337,-0.4
87338,0.4
87339,6.0
87340,-6.0
87341,0.1
87342,-7.2
87343,7.2
87344,-1.9
87345,-7.3000000000000025
87346,-4.9
87347,4.9
87348,5.300000000000002
87349,-5.300000000000002
87350,-0.8
87351,-5.4
87352,5.4
87353,1.1
87354,-1.1
87355,5.8000000000000025
87356,-1.1
87357,-9.4
87358,9.4
87359,0.8
87360,-5.8
87361,2.8000000000000003
87362,-6.0
87363,-2.5
87364,7.6
87365,-2.8
87366,-7.4
87367,7.4
87368,-1.0
87369,-7.0
87370,-1.0
87371,1.0
87372,-9.0
87373,0.30000000000000004
87374,-0.30000000000000004
87375,-6.0
87376,-0.30000000000000004
87377,0.30000000000000004
87378,7.7
87379,-7.7
87380,2.6
87381,-2.6
87382,-5.9
87383,5.9
87384,-2.3000000000000003
87385,2.3000000000000003
87386,-7.5
87387,7.5
87388,-0.6000000000000001
87389,-6.4
87390,6.4
87391,0.8
87392,-5.7
87393,0.7000000000000001
87394,-0.7000000000000001
87395,-5.6
87396,5.6
87397,0.1
87398,6.2
87399,-6.2
87400,1.2000000000000002
87401,-6.2
87402,-1.7000000000000002
87403,-5.5
87404,5.5
87405,2.6
87406,-6.0
87407,-0.30000000000000004
87408,0.30000000000000004
87409,7.6
87410,0.4
87411,-0.4
87412,-5.5
87413,5.5
87414,3.7
87415,-6.7
87416,6.7
87417,-4.5
87418,-8.200000000000001
87419,8.200000000000001
87420,-4.2
87421,4.2
87422,6.2
87423,-6.2
87424,0.7000000000000001
87425,-7.2
87426,0.2
87427,-0.2
87428,5.6000000000000005
87429,-4.9
87430,5.7
87431,-5.7
87432,4.9
87433,6.4
87434,-3.3000000000000003
87435,3.3000000000000003
87436,-8.6
87437,8.6
87438,-2.8000000000000003
87439,2.8000000000000003
87440,-5.1000000000000005
87441,3.8
87442,-8.4
87443,1.5
87444,-5.7
87445,-0.5
87446,-7.3
87447,7.3
87448,2.4
87449,-2.4
87450,6.0
87451,-6.0
87452,0.8999999999999999
87453,7.6
87454,-3.7
87455,-7.1000000000000005
87456,7.1000000000000005
87457,-0.4
87458,-5.2
87459,-2.1
87460,2.1
87461,6.1000000000000005
87462,-6.1000000000000005
87463,0.1
87464,-0.1
87465,6.8
87466,-6.8
87467,2.1
87468,-6.9
87469,0.6000000000000001
87470,-6.0
87471,-0.9
87472,-8.3
87473,-2.6
87474,-5.4
87475,-1.6
87476,1.6
87477,-6.1
87478,6.1
87479,-0.7000000000000001
87480,5.7
87481,-5.7
87482,0.30000000000000004
87483,6.0
87484,0.30000000000000004
87485,-6.4
87486,-2.0
87487,2.0
87488,-5.3
87489,5.3
87490,0.30000000000000004
87491,-0.30000000000000004
87492,8.0
87493,-8.0
87494,-4.4
87495,-8.1
87496,0.9
87497,7.8
87498,3.8
87499,-6.3000000000000025
87500,0.5
87501,5.9
87502,-0.7000000000000001
87503,-6.7
87504,6.7
87505,-0.30000000000000004
87506,0.30000000000000004
87507,-6.4
87508,6.4
87509,3.4
87510,-8.200000000000001
87511,2.0
87512,-2.0
87513,5.9
87514,0.2
87515,-0.2
87516,7.8
87517,-0.2
87518,0.2
87519,-7.4
87520,7.4
87521,0.2
87522,-0.2
87523,-7.9
87524,7.9
87525,0.5
87526,-5.8000000000000025
87527,2.8000000000000003
87528,5.8000000000000025
87529,-5.8000000000000025
87530,0.0
87531,-0.0
87532,-6.8000000000000025
87533,1.8
87534,5.8
87535,-5.8
87536,-0.7000000000000001
87537,0.7000000000000001
87538,8.9
87539,-0.30000000000000004
87540,0.30000000000000004
87541,-5.1000000000000005
87542,-0.6000000000000001
87543,-5.5
87544,5.5
87545,0.8
87546,-0.8
87547,5.5
87548,-3.5
87549,5.4
87550,-5.4
87551,4.0
87552,-5.1000000000000005
87553,-1.7000000000000002
87554,1.7000000000000002
87555,-6.0
87556,6.0
87557,-2.0
87558,-6.9
87559,6.9
87560,2.1
87561,-5.2
87562,0.30000000000000004
87563,-6.1
87564,6.1
87565,2.9000000000000004
87566,5.8000000000000025
87567,-1.3
87568,1.3
87569,5.2
87570,4.4
87571,5.6000000000000005
87572,-5.6000000000000005
87573,-4.9
87574,-6.1000000000000005
87575,2.1
87576,-2.1
87577,-7.0
87578,7.0
87579,-0.30000000000000004
87580,-7.0
87581,0.30000000000000004
87582,-0.30000000000000004
87583,5.8000000000000025
87584,-5.8000000000000025
87585,3.2
87586,-3.2
87587,6.9
87588,-6.9
87589,0.30000000000000004
87590,-0.30000000000000004
87591,5.1000000000000005
87592,-5.1000000000000005
87593,2.1
87594,6.8
87595,4.7
87596,5.300000000000002
87597,-5.300000000000002
87598,0.7000000000000001
87599,5.4
87600,-5.4
87601,-0.2
87602,6.4
87603,-4.0
87604,4.0
87605,-9.2
87606,9.2
87607,-0.5
87608,0.5
87609,5.8000000000000025
87610,-5.8000000000000025
87611,4.0
87612,-4.0
87613,5.300000000000002
87614,-5.300000000000002
87615,-1.4
87616,1.4
87617,6.2
87618,-1.4
87619,1.4
87620,8.3
87621,0.1
87622,-0.1
87623,6.3
87624,-2.1
87625,2.1
87626,-5.8000000000000025
87627,-0.4
87628,-9.3
87629,4.0
87630,-4.0
87631,5.8000000000000025
87632,-5.8000000000000025
87633,-0.6000000000000001
87634,0.6000000000000001
87635,5.8000000000000025
87636,-5.8000000000000025
87637,0.4
87638,-0.4
87639,6.5
87640,1.4
87641,6.7
87642,-6.7
87643,-0.5
87644,0.5
87645,-6.6000000000000005
87646,6.6000000000000005
87647,-0.4
87648,-5.1000000000000005
87649,0.30000000000000004
87650,-0.30000000000000004
87651,-5.8000000000000025
87652,0.30000000000000004
87653,-0.30000000000000004
87654,-7.8000000000000025
87655,0.0
87656,5.5
87657,-5.5
87658,0.30000000000000004
87659,-6.7
87660,6.7
87661,1.0
87662,-1.0
87663,-5.5
87664,5.5
87665,-0.6000000000000001
87666,0.6000000000000001
87667,-5.6000000000000005
87668,5.6000000000000005
87669,3.6
87670,-6.0
87671,6.0
87672,0.6000000000000001
87673,-0.6000000000000001
87674,6.0
87675,-4.6000000000000005
87676,4.6000000000000005
87677,-5.7
87678,-1.3
87679,-6.4
87680,6.4
87681,-1.6
87682,-6.2
87683,6.2
87684,1.4
87685,-1.4
87686,7.7
87687,-7.7
87688,2.6
87689,-6.3
87690,6.3
87691,0.7999999999999999
87692,-0.7999999999999999
87693,-5.2
87694,0.30000000000000004
87695,-0.30000000000000004
87696,-5.8000000000000025
87697,5.8000000000000025
87698,-0.7000000000000001
87699,9.2
87700,-0.4
87701,0.4
87702,5.3
87703,-5.3
87704,2.8000000000000003
87705,-2.8000000000000003
87706,6.3
87707,-6.3
87708,-1.5
87709,5.7
87710,-5.7
87711,-0.4
87712,-7.1000000000000005
87713,7.1000000000000005
87714,1.1
87715,-1.1
87716,9.6
87717,-0.6000000000000001
87718,-7.1000000000000005
87719,7.1000000000000005
87720,0.0
87721,-0.0
87722,6.2
87723,0.7000000000000001
87724,-0.7000000000000001
87725,5.5
87726,-5.5
87727,0.0
87728,-5.7
87729,-0.7000000000000001
87730,5.300000000000002
87731,-5.300000000000002
87732,-3.2
87733,5.4
87734,-2.8000000000000003
87735,-8.2
87736,8.2
87737,0.9
87738,-6.4
87739,6.4
87740,-3.5
87741,3.5
87742,-6.0
87743,0.4
87744,-5.2
87745,5.2
87746,3.6
87747,-6.4
87748,-4.9
87749,4.9
87750,6.1000000000000005
87751,-6.1000000000000005
87752,-1.0
87753,1.0
87754,6.2
87755,-6.2
87756,-1.3
87757,1.3
87758,5.4
87759,0.30000000000000004
87760,-0.30000000000000004
87761,6.7
87762,-6.7
87763,0.2
87764,-5.1000000000000005
87765,5.1000000000000005
87766,1.4
87767,-6.7
87768,-2.8000000000000003
87769,-7.4
87770,0.1
87771,5.4
87772,-5.4
87773,-1.4
87774,1.4
87775,-7.0
87776,0.30000000000000004
87777,-0.30000000000000004
87778,6.4
87779,-6.4
87780,-1.6
87781,1.6
87782,-9.0
87783,3.6
87784,-3.6
87785,-5.4
87786,1.8
87787,-6.5
87788,6.5
87789,0.30000000000000004
87790,-0.30000000000000004
87791,6.0
87792,-6.0
87793,-0.8999999999999999
87794,7.0
87795,-7.0
87796,0.0
87797,-0.0
87798,-7.7
87799,-2.8000000000000003
87800,-7.3
87801,7.3
87802,4.7
87803,-6.4
87804,6.4
87805,0.5
87806,5.3
87807,-5.3
87808,0.7000000000000001
87809,-5.7
87810,5.7
87811,-3.0
87812,3.0
87813,8.7
87814,-8.7
87815,-0.7000000000000001
87816,0.7000000000000001
87817,-6.2
87818,0.4
87819,-0.4
87820,8.8
87821,-8.8
87822,-2.1
87823,-5.4
87824,-0.2
87825,-7.4
87826,0.5
87827,-0.5
87828,-5.300000000000002
87829,5.300000000000002
87830,-1.0
87831,5.9
87832,-5.9
87833,-0.9
87834,0.9
87835,5.300000000000002
87836,-3.7
87837,3.7
87838,-5.4
87839,5.4
87840,1.4
87841,-1.4
87842,5.5
87843,-0.9
87844,-5.1000000000000005
87845,5.1000000000000005
87846,-0.2
87847,0.2
87848,-5.4
87849,5.4
87850,1.0
87851,-1.0
87852,-5.7
87853,5.7
87854,3.6
87855,7.6
87856,-7.6
87857,-0.1
87858,-8.5
87859,8.5
87860,2.8000000000000003
87861,-2.8000000000000003
87862,-8.7
87863,8.7
87864,-2.4000000000000004
87865,-7.1
87866,7.1
87867,-0.7000000000000001
87868,-7.2
87869,3.1
87870,-6.5
87871,6.5
87872,0.9
87873,-0.9
87874,-5.1000000000000005
87875,0.4
87876,-0.4
87877,-7.2
87878,7.2
87879,2.9000000000000004
87880,6.1
87881,-6.1
87882,-4.800000000000002
87883,4.800000000000002
87884,-6.8
87885,6.8
87886,-0.5
87887,0.5
87888,-6.8
87889,0.30000000000000004
87890,-6.6000000000000005
87891,6.6000000000000005
87892,0.7000000000000001
87893,6.7
87894,-6.7
87895,0.5
87896,-0.5
87897,5.300000000000002
87898,-5.300000000000002
87899,-2.9000000000000004
87900,7.6
87901,-7.6
87902,-4.6000000000000005
87903,-8.6
87904,-0.2
87905,-5.1
87906,5.1
87907,-1.2000000000000002
87908,1.2000000000000002
87909,-6.8
87910,0.7999999999999999
87911,-0.7999999999999999
87912,5.4
87913,-5.4
87914,0.0
87915,9.6
87916,-0.9
87917,0.9
87918,-6.2
87919,-3.6
87920,5.6000000000000005
87921,0.1
87922,8.5
87923,-8.5
87924,-0.5
87925,-5.8000000000000025
87926,1.7000000000000002
87927,9.1
87928,-9.1
87929,0.5
87930,-5.9
87931,5.9
87932,-1.6
87933,1.6
87934,-5.7
87935,5.7
87936,2.6
87937,-2.6
87938,6.5
87939,-0.9
87940,-8.8
87941,8.8
87942,-2.6
87943,2.6
87944,-5.1000000000000005
87945,5.1000000000000005
87946,-2.2
87947,-5.300000000000002
87948,-1.4
87949,-5.5
87950,-1.6
87951,1.6
87952,-5.7
87953,5.7
87954,1.8
87955,-1.8
87956,-5.1000000000000005
87957,0.1
87958,-0.1
87959,5.1000000000000005
87960,-5.1000000000000005
87961,4.2
87962,-6.0
87963,6.0
87964,3.1
87965,-3.1
87966,-5.7
87967,5.7
87968,-0.4
87969,7.5
87970,2.8000000000000003
87971,-5.9
87972,5.9
87973,0.0
87974,6.6
87975,-6.6
87976,4.3
87977,-4.3
87978,-5.2
87979,5.2
87980,0.0
87981,-0.0
87982,-6.6000000000000005
87983,-1.0
87984,-6.7
87985,6.7
87986,1.1
87987,-7.5
87988,-0.7000000000000001
87989,-8.4
87990,4.2
87991,-4.2
87992,-5.6
87993,-4.4
87994,6.2
87995,-6.2
87996,0.5
87997,-5.1000000000000005
87998,5.1000000000000005
87999,-0.4
88000,-5.7
88001,1.6
88002,-1.6
88003,-8.9
88004,-3.5
88005,-7.5
88006,0.4
88007,5.7
88008,-2.2
88009,-6.4
88010,6.4
88011,4.5
88012,5.9
88013,2.9000000000000004
88014,-2.9000000000000004
88015,-5.8000000000000025
88016,5.8000000000000025
88017,0.7000000000000001
88018,-0.7000000000000001
88019,-9.9
88020,2.5
88021,7.2
88022,0.0
88023,-0.0
88024,-5.7
88025,1.1
88026,-1.1
88027,-5.2
88028,5.2
88029,-3.0
88030,3.0
88031,5.2
88032,1.3
88033,-1.3
88034,6.2
88035,2.9
88036,-2.9
88037,-6.1
88038,-0.7000000000000001
88039,6.6000000000000005
88040,-2.8
88041,2.8
88042,-8.200000000000001
88043,-3.7
88044,3.7
88045,6.6000000000000005
88046,-6.6000000000000005
88047,4.0
88048,-5.5
88049,-0.1
88050,-8.9
88051,8.9
88052,0.5
88053,-0.5
88054,-8.1
88055,-2.7
88056,2.7
88057,9.7
88058,-9.7
88059,-0.4
88060,0.4
88061,-6.5
88062,6.5
88063,0.2
88064,6.9
88065,-6.9
88066,-0.4
88067,0.4
88068,-5.8000000000000025
88069,5.8000000000000025
88070,-0.4
88071,-7.1
88072,0.8
88073,-6.0
88074,0.30000000000000004
88075,-0.30000000000000004
88076,-7.4
88077,2.9000000000000004
88078,-7.1000000000000005
88079,-3.0
88080,3.0
88081,5.2
88082,2.8000000000000003
88083,-2.8000000000000003
88084,6.6
88085,0.0
88086,-0.0
88087,8.9
88088,0.2
88089,-0.2
88090,6.2
88091,-6.2
88092,1.1
88093,-1.1
88094,-7.9
88095,2.2
88096,-2.2
88097,-9.9
88098,9.9
88099,-1.4
88100,1.4
88101,-6.4
88102,0.9
88103,-8.4
88104,-2.4000000000000004
88105,2.4000000000000004
88106,5.5
88107,-2.0
88108,2.0
88109,7.7
88110,-7.7
88111,-0.30000000000000004
88112,0.30000000000000004
88113,8.200000000000001
88114,-8.200000000000001
88115,-3.2
88116,-7.0
88117,-4.4
88118,-5.7
88119,5.7
88120,-0.6000000000000001
88121,9.0
88122,-0.9
88123,6.9
88124,-6.9
88125,3.9
88126,6.4
88127,-0.30000000000000004
88128,5.4
88129,-5.4
88130,1.9
88131,-1.9
88132,5.9
88133,-5.9
88134,0.30000000000000004
88135,-0.30000000000000004
88136,6.0
88137,-6.0
88138,-3.5
88139,-5.8
88140,5.8
88141,2.1
88142,-2.1
88143,6.6
88144,3.2
88145,-3.2
88146,-6.2
88147,-3.5
88148,-6.1000000000000005
88149,6.1000000000000005
88150,-3.8
88151,-5.4
88152,4.3
88153,-4.3
88154,-5.3
88155,5.3
88156,0.0
88157,-6.3
88158,6.3
88159,0.6000000000000001
88160,-5.1
88161,5.1
88162,0.0
88163,-0.0
88164,-6.5
88165,6.5
88166,0.7000000000000001
88167,5.1
88168,-5.1
88169,2.2
88170,-5.5
88171,5.5
88172,-1.3
88173,1.3
88174,6.2
88175,-6.2
88176,-1.2
88177,5.7
88178,-5.7
88179,0.30000000000000004
88180,-0.30000000000000004
88181,-6.2
88182,6.2
88183,-0.2
88184,5.9
88185,-5.9
88186,-0.30000000000000004
88187,0.30000000000000004
88188,9.7
88189,-3.6
88190,3.6
88191,-5.300000000000002
88192,5.300000000000002
88193,-0.30000000000000004
88194,0.30000000000000004
88195,6.6000000000000005
88196,-0.1
88197,0.1
88198,-5.9
88199,5.9
88200,-0.7000000000000001
88201,0.7000000000000001
88202,-6.1000000000000005
88203,3.0
88204,-3.0
88205,5.8
88206,0.8
88207,-6.9
88208,4.1000000000000005
88209,-4.1000000000000005
88210,-6.0
88211,2.1
88212,-2.1
88213,-5.1000000000000005
88214,3.4000000000000004
88215,-3.4000000000000004
88216,-8.1
88217,0.0
88218,7.1000000000000005
88219,-1.7000000000000002
88220,-9.6
88221,-2.1
88222,2.1
88223,5.2
88224,-0.5
88225,0.5
88226,-7.1
88227,0.7000000000000001
88228,-0.7000000000000001
88229,5.9
88230,0.4
88231,-0.4
88232,-5.2
88233,5.2
88234,-2.1
88235,5.2
88236,-5.2
88237,3.8
88238,-3.8
88239,6.6000000000000005
88240,-6.6000000000000005
88241,2.4
88242,-2.4
88243,-5.6000000000000005
88244,-0.7000000000000001
88245,0.7000000000000001
88246,6.7
88247,-6.7
88248,-3.7
88249,3.7
88250,5.4
88251,-5.4
88252,4.0
88253,-4.0
88254,-5.9
88255,0.4
88256,5.7
88257,-5.7
88258,3.0
88259,5.8000000000000025
88260,-2.1
88261,2.1
88262,6.6000000000000005
88263,-6.6000000000000005
88264,0.7000000000000001
88265,-0.7000000000000001
88266,-6.7
88267,5.0
88268,5.1000000000000005
88269,-5.1000000000000005
88270,-0.2
88271,0.2
88272,6.2
88273,-3.5
88274,6.3000000000000025
88275,-6.3000000000000025
88276,0.0
88277,-6.7
88278,-3.3000000000000003
88279,7.0
88280,-7.0
88281,2.7
88282,-6.1000000000000005
88283,2.6
88284,-6.3000000000000025
88285,0.30000000000000004
88286,8.1
88287,4.4
88288,-5.9
88289,-3.2
88290,3.2
88291,-6.6000000000000005
88292,2.2
88293,-2.2
88294,-7.1000000000000005
88295,0.7000000000000001
88296,-6.2
88297,1.6
88298,-1.6
88299,-6.5
88300,6.5
88301,2.7
88302,5.7
88303,-5.7
88304,-0.7000000000000001
88305,-5.4
88306,1.7000000000000002
88307,-1.7000000000000002
88308,-7.8000000000000025
88309,-3.6
88310,3.6
88311,5.300000000000002
88312,-5.300000000000002
88313,-2.1
88314,-5.7
88315,5.7
88316,-1.3
88317,-8.2
88318,8.2
88319,1.3
88320,-1.3
88321,5.3
88322,-5.3
88323,0.4
88324,-6.8
88325,0.7000000000000001
88326,-0.7000000000000001
88327,9.1
88328,-9.1
88329,-0.4
88330,5.300000000000002
88331,-4.4
88332,-5.4
88333,5.4
88334,0.1
88335,-0.1
88336,8.7
88337,-8.7
88338,-4.3
88339,4.3
88340,7.6
88341,-4.5
88342,4.5
88343,-6.0
88344,-1.0
88345,5.4
88346,-2.1
88347,2.1
88348,-6.3000000000000025
88349,5.0
88350,-5.0
88351,-5.7
88352,5.7
88353,0.2
88354,-6.3
88355,6.3
88356,-1.2000000000000002
88357,1.2000000000000002
88358,6.4
88359,0.1
88360,5.1
88361,0.1
88362,-0.1
88363,-7.0
88364,7.0
88365,0.0
88366,-6.8000000000000025
88367,6.8000000000000025
88368,4.0
88369,-4.0
88370,-6.1
88371,6.1
88372,0.9
88373,-0.9
88374,-6.2
88375,-0.4
88376,-6.6000000000000005
88377,6.6000000000000005
88378,-0.30000000000000004
88379,-7.1000000000000005
88380,7.1000000000000005
88381,5.0
88382,-5.0
88383,5.300000000000002
88384,-5.300000000000002
88385,-0.4
88386,0.4
88387,6.6
88388,-6.6
88389,2.5
88390,-7.1
88391,7.1
88392,0.30000000000000004
88393,-0.30000000000000004
88394,8.9
88395,-0.7000000000000001
88396,-6.0
88397,-0.30000000000000004
88398,-5.4
88399,5.4
88400,-0.5
88401,-5.1000000000000005
88402,-1.7000000000000002
88403,-5.7
88404,-0.2
88405,5.7
88406,-0.9
88407,0.9
88408,5.4
88409,-1.5
88410,1.5
88411,5.1000000000000005
88412,-5.1000000000000005
88413,-0.4
88414,-5.4
88415,5.4
88416,-0.8
88417,0.8
88418,6.3
88419,-6.3
88420,-0.30000000000000004
88421,0.30000000000000004
88422,-9.3
88423,0.0
88424,-0.0
88425,-5.8000000000000025
88426,5.8000000000000025
88427,0.1
88428,-0.1
88429,-7.1000000000000005
88430,-2.8000000000000003
88431,2.8000000000000003
88432,-5.8000000000000025
88433,-0.30000000000000004
88434,-5.4
88435,0.6000000000000001
88436,-0.6000000000000001
88437,6.1
88438,-6.1
88439,2.5
88440,-2.5
88441,6.9
88442,-6.9
88443,-0.9
88444,-9.6
88445,3.9
88446,-6.7
88447,6.7
88448,4.0
88449,-4.0
88450,5.1
88451,-5.1
88452,0.7000000000000001
88453,-0.7000000000000001
88454,6.4
88455,-1.0
88456,1.0
88457,-7.1000000000000005
88458,7.1000000000000005
88459,2.7
88460,-2.7
88461,5.4
88462,-0.8999999999999999
88463,0.8999999999999999
88464,-6.4
88465,6.4
88466,4.0
88467,-4.0
88468,-6.5
88469,-3.6
88470,-6.0
88471,6.0
88472,0.30000000000000004
88473,6.1000000000000005
88474,-6.1000000000000005
88475,3.6
88476,5.2
88477,0.7999999999999999
88478,-0.7999999999999999
88479,-6.4
88480,6.4
88481,0.7000000000000001
88482,-7.3
88483,7.3
88484,0.4
88485,-8.9
88486,0.1
88487,-0.1
88488,-8.1
88489,8.1
88490,0.2
88491,-5.1
88492,0.0
88493,-6.9
88494,6.9
88495,-0.2
88496,5.5
88497,-5.5
88498,0.6000000000000001
88499,-0.6000000000000001
88500,9.1
88501,-4.4
88502,-7.1
88503,7.1
88504,-2.0
88505,2.0
88506,-9.1
88507,9.1
88508,0.0
88509,-0.0
88510,10.0
88511,-10.0
88512,-1.8
88513,1.8
88514,6.4
88515,0.30000000000000004
88516,-0.30000000000000004
88517,-5.5
88518,5.5
88519,-0.7000000000000001
88520,-5.4
88521,0.30000000000000004
88522,-0.30000000000000004
88523,8.8
88524,-8.8
88525,0.1
88526,-0.1
88527,7.5
88528,0.30000000000000004
88529,-8.200000000000001
88530,-1.7000000000000002
88531,6.1
88532,-0.7000000000000001
88533,-7.0
88534,0.0
88535,-0.0
88536,-6.5
88537,-0.5
88538,5.3
88539,-1.3
88540,5.3
88541,0.7000000000000001
88542,-0.7000000000000001
88543,6.7
88544,-1.4
88545,1.4
88546,-6.4
88547,6.4
88548,3.0
88549,-5.2
88550,-2.3000000000000003
88551,-6.8
88552,6.8
88553,0.5
88554,-0.5
88555,-5.9
88556,5.9
88557,3.6
88558,-3.6
88559,-5.7
88560,-0.8
88561,0.8
88562,-5.2
88563,0.4
88564,5.8000000000000025
88565,-5.8000000000000025
88566,0.6000000000000001
88567,-5.2
88568,5.2
88569,-3.2
88570,-6.1
88571,-0.2
88572,-5.6000000000000005
88573,-1.5
88574,-7.2
88575,4.2
88576,6.4
88577,-6.4
88578,0.2
88579,-0.2
88580,-5.4
88581,5.4
88582,-3.8
88583,3.8
88584,-7.4
88585,-0.8999999999999999
88586,5.9
88587,-5.9
88588,-0.7000000000000001
88589,0.7000000000000001
88590,-8.200000000000001
88591,8.200000000000001
88592,0.0
88593,-0.0
88594,8.5
88595,-8.5
88596,-0.4
88597,-7.3
88598,7.3
88599,2.9000000000000004
88600,-2.9000000000000004
88601,-5.9
88602,1.0
88603,-1.0
88604,8.4
88605,-8.4
88606,-0.30000000000000004
88607,0.30000000000000004
88608,5.8000000000000025
88609,-5.8000000000000025
88610,3.1
88611,-3.1
88612,-6.9
88613,6.9
88614,0.1
88615,-7.7
88616,0.0
88617,7.7
88618,-7.7
88619,0.6000000000000001
88620,-5.7
88621,0.5
88622,-0.5
88623,5.9
88624,-5.9
88625,-0.5
88626,-6.3000000000000025
88627,6.3000000000000025
88628,-0.4
88629,6.4
88630,-6.4
88631,3.1
88632,-3.1
88633,5.4
88634,-0.2
88635,0.2
88636,-5.5
88637,-3.0
88638,-6.9
88639,-1.2000000000000002
88640,5.2
88641,-5.2
88642,0.30000000000000004
88643,-0.30000000000000004
88644,-6.4
88645,0.8
88646,-7.8000000000000025
88647,-0.30000000000000004
88648,0.30000000000000004
88649,5.9
88650,-0.6000000000000001
88651,0.6000000000000001
88652,-5.7
88653,0.7999999999999999
88654,6.2
88655,0.30000000000000004
88656,-0.30000000000000004
88657,-5.7
88658,5.7
88659,-4.8
88660,5.4
88661,-5.4
88662,4.1000000000000005
88663,-4.1000000000000005
88664,-6.1
88665,0.8
88666,9.2
88667,-9.2
88668,-0.7000000000000001
88669,-7.2
88670,7.2
88671,-0.6000000000000001
88672,5.4
88673,-5.4
88674,-2.2
88675,5.4
88676,-5.4
88677,1.8
88678,-1.8
88679,-6.9
88680,6.9
88681,-2.4000000000000004
88682,2.4000000000000004
88683,-6.1
88684,6.1
88685,-1.1
88686,-5.2
88687,5.2
88688,0.8999999999999999
88689,7.2
88690,-2.5
88691,2.5
88692,-6.0
88693,6.0
88694,0.0
88695,-6.2
88696,6.2
88697,-0.8
88698,0.8
88699,-6.7
88700,0.4
88701,6.3000000000000025
88702,0.1
88703,-0.1
88704,-7.7
88705,7.7
88706,-2.1
88707,2.1
88708,5.300000000000002
88709,-5.300000000000002
88710,0.2
88711,-6.5
88712,6.5
88713,0.6000000000000001
88714,-5.6000000000000005
88715,-2.2
88716,2.2
88717,-5.6000000000000005
88718,1.8
88719,-5.1000000000000005
88720,0.0
88721,-0.0
88722,-5.1000000000000005
88723,5.1000000000000005
88724,2.1
88725,5.6000000000000005
88726,3.8
88727,-8.200000000000001
88728,8.200000000000001
88729,4.9
88730,-4.9
88731,6.9
88732,1.5
88733,-5.8000000000000025
88734,5.8000000000000025
88735,3.6
88736,-3.6
88737,6.4
88738,0.1
88739,-0.1
88740,-8.6
88741,3.3
88742,6.8
88743,2.4000000000000004
